Device Name,Hostname,SysName,Reset Reason,Config Register,Type,Image Name,IP Address,Software Type,Software Version,Product ID,CBP Alerts,FN Vulnerable Alerts,Hardware EoX Alerts,PSIRT Vulnerable Alerts,Software Alerts
SITE20-2W-SW-01,SITE20-2W-SW-01,SITE20-2W-SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.123,IOS-XE,17.9.4a,C9410R,28,2,2,6,1
SITE20-4W-SW-01,SITE20-4W-SW-01,SITE20-4W-SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.127,IOS-XE,17.9.4a,C9410R,26,2,2,6,1
SITE20-4W-SW-02,SITE20-4W-SW-02,SITE20-4W-SW-02.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.128,IOS-XE,17.9.4a,C9410R,26,2,2,6,1
SITE20-5W-SW-01,SITE20-5W-SW-01,SITE20-5W-SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.129,IOS-XE,17.9.4a,C9410R,25,2,2,6,1
SITE20-5W-SW-02,SITE20-5W-SW-02,SITE20-5W-SW-02.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.130,IOS-XE,17.9.4a,C9410R,26,2,2,6,1
SITE20-6TH-93SW-01,SITE20-6TH-93SW-01,SITE20-6TH-93SW-01.net.com,Reload Command,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.131,IOS-XE,17.9.4a,C9300-48UXM,19,3,0,6,1
SITE20-BUILD-93SW-01,SITE20-BUILD-93SW-01,SITE20-BUILD-93SW-01.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.230.237,IOS-XE,17.9.4a,C9300-48UXM,15,3,0,6,1
SITE20-CORE-SW-01,SITE20-CORE-SW-01,SITE20-CORE-SW-01.net.com,Image Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.11,IOS-XE,17.9.4a,C9500-40X,24,3,5,6,1
SITE20-DIA-01,SITE20-DIA-01,SITE20-DIA-01.net.com,PowerOn,0x2102,Managed Chassis,asr1001x-universalk9,192.168.230.23,IOS-XE,17.6.6a,ASR1001-X,21,6,2,5,1
SITE20-DIA-02,SITE20-DIA-02,SITE20-DIA-02.net.com,PowerOn,0x2102,Managed Chassis,asr1001x-universalk9,192.168.230.24,IOS-XE,17.6.6a,ASR1001-X,21,6,2,5,1
SITE20-GND-MOSAIC-SW01,SITE20-GND-MOSAIC-SW01,SITE20-GND-MOSAIC-SW01.net.com,Reload command,0xF,Managed Chassis,C3560CX-UNIVERSALK9-M,192.168.230.172,IOS,15.2(7)E7,WS-C3560CX-12PC-S,23,2,1,3,0
SITE20-GND-SW-01,SITE20-GND-SW-01,SITE20-GND-SW-01.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.230.119,IOS-XE,17.9.4a,C9410R,19,2,2,5,1
SITE20-INET-SW01,SITE20-INET-SW01,SITE20-INET-SW01.net.com,Install,null,Managed Chassis,CAT9K_IOSXE,192.168.230.8,IOS-XE,17.9.5,C9300X-24Y,18,3,2,6,1
SITE20-INET-SW02,SITE20-INET-SW02,SITE20-INET-SW02.net.com,Install,null,Managed Chassis,CAT9K_IOSXE,192.168.230.9,IOS-XE,17.9.5,C9300X-24Y,16,3,2,6,1
SITE20-MGMT-SW-02,SITE20-MGMT-SW-02,SITE20-MGMT-SW-02.net.com,Image Install ReloadReason=Image Install,null,Managed Chassis,CAT9K_IOSXE,192.168.230.201,IOS-XE,17.9.4a,C9300-48UXM,18,3,0,7,1
SITE20-SERVER-SW-01,SITE20-SERVER-SW-01,SITE20-SERVER-SW-01.net.com,Power Down/UP epld upgrade process,null,Managed Chassis,nxos64-cs.10.3.6.M,192.168.230.27,NX-OS,10.3(6),N9K-C93180YC-FX,20,0,4,4,1
SITE20-SERVER-SW-02,SITE20-SERVER-SW-02,SITE20-SERVER-SW-02.net.com,Power Down/UP epld upgrade process,null,Managed Chassis,nxos64-cs.10.3.6.M,192.168.230.28,NX-OS,10.3(6),N9K-C93180YC-FX,20,0,3,4,1
SITE20-VG4431-CUBE-01,SITE20-VG4431-CUBE-01,SITE20-VG4431-CUBE-01.net.com,PowerOn,0x2102,Managed Chassis,X86_64_LINUX_IOSD-UNIVERSALK9-M,192.168.230.215,IOS-XE,17.6.5a,ISR4431/K9,25,4,3,5,1
SITE21-INF-SW-01,SITE21-INF-SW-01,SITE21-INF-SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.27.100,IOS-XE,17.9.3,C9300-48UXM,24,3,0,7,1
SITE22-INF-SW-01,SITE22-INF-SW-01,SITE22-INF-SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.33.100,IOS-XE,17.9.3,C9300-48UXM,25,3,2,8,1
SITE23-33RD-93SW-01,SITE23-33RD-93SW-01,SITE23-33RD-93SW-01.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.127.11,IOS-XE,17.9.5,C9300-48P,22,3,1,6,1
SITE24-1E-94SW-01,null,null,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.12,Missing,Not Found,null,0,0,0,0,0
SITE24-1W-94SW-01,SITE24-1W-94SW-01,SITE24-1W-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.11,IOS-XE,17.9.5,C9410R,25,2,2,5,1
SITE24-2E-94SW-01,SITE24-2E-94SW-01,SITE24-2E-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.22,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE24-2ND-TOP-93SW-01,SITE24-2ND-TOP-93SW-01,SITE24-2ND-TOP-93SW-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.13,IOS-XE,17.9.5,C9300-48UXM,17,3,0,6,1
SITE24-2W-94SW-01,SITE24-2W-94SW-01,SITE24-2W-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.21,IOS-XE,17.9.5,C9410R,26,2,2,5,1
SITE24-3E-94SW-01,SITE24-3E-94SW-01,SITE24-3E-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.32,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE24-3W-94SW-01,SITE24-3W-94SW-01,SITE24-3W-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.31,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE24-4E-94SW-01,SITE24-4E-94SW-01,SITE24-4E-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.42,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE24-4W-94SW-01,SITE24-4W-94SW-01,SITE24-4W-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.41,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE24-5E-94SW-01,SITE24-5E-94SW-01,SITE24-5E-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.52,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE24-5W-94SW-01,SITE24-5W-94SW-01,SITE24-5W-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.51,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE24-AUD-93SW-STACK-01,SITE24-AUD-93SW-STACK-01,SITE24-AUD-93SW-STACK-01.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.54,IOS-XE,17.9.5,C9300-48UXM,21,3,2,6,1
SITE24-AUD-CONT-35SW-03,SITE24-AUD-CONT-35SW-03,SITE24-AUD-CONT-35SW-03.net.com,power-on,0xF,Managed Chassis,C3560CX-UNIVERSALK9-M,192.168.230.53,IOS,15.2(7)E9,WS-C3560CX-12PC-S,17,2,1,3,0
SITE24-AUD-CONT-SW-01,SITE24-AUD-CONT-SW-01,SITE24-AUD-CONT-SW-01.net.com,power-on,0xF,Managed Chassis,C3560CX-UNIVERSALK9-M,192.168.230.55,IOS,15.2(7)E7,WS-C3560CX-8PC-S,20,2,2,3,0
SITE24-AUD-CONT-SW-02,SITE24-AUD-CONT-SW-02,SITE24-AUD-CONT-SW-02.net.com,power-on,0xF,Managed Chassis,C3560CX-UNIVERSALK9-M,192.168.230.56,IOS,15.2(7)E7,WS-C3560CX-8PC-S,18,2,2,3,0
SITE24-CORE-SW01,SITE24-CORE-SW01,SITE24-CORE-SW01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.1,IOS-XE,17.9.5,C9500-40X,24,3,5,5,1
SITE24-EXTGRG-93SW-01,SITE24-EXTGRG-93SW-01,SITE24-EXTGRG-93SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.58,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
SITE24-INET-93SW-A,SITE24-INET-93SW-A,SITE24-INET-93SW-A.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.19,IOS-XE,17.9.5,C9300X-24Y,18,3,1,5,1
SITE24-INET-93SW-B,SITE24-INET-93SW-B,SITE24-INET-93SW-B.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.23,IOS-XE,17.9.5,C9300X-24Y,18,3,1,5,1
SITE24-MPOE-93SW-01,SITE24-MPOE-93SW-01,SITE24-MPOE-93SW-01.net.com,Install,null,Managed Chassis,CAT9K_IOSXE,192.168.230.57,IOS-XE,17.9.5,C9300-48UXM,22,3,0,6,1
SITE24-UC-AV-Event-93SW-01,SITE24-UC-AV-Event-93SW-01,SITE24-UC-AV-Event-93SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.25,IOS-XE,17.9.5,C9300L-24P-4X,17,3,2,6,1
SITE25-2nd-94SW-01,SITE25-2nd-94SW-01,SITE25-2nd-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.12,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE25-3rd-94SW-01,SITE25-3rd-94SW-01,SITE25-3rd-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.13,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE25-4th-94SW-01,SITE25-4th-94SW-01,SITE25-4th-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.14,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE25-CORE-SW01,SITE25-CORE-SW01,SITE25-CORE-SW01.net.com,ISSU,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.1,IOS-XE,17.9.5,C9500-40X,26,3,4,5,1
SITE26-160-AV,SITE26-160-AV,SITE26-160-AV.net.com,power-on,0xF,Managed Chassis,C3560CX-UNIVERSALK9-M,192.168.12.16,IOS,15.2(7)E7,WS-C3560CX-12PC-S,15,2,1,3,0
SITE26-184-AV,SITE26-184-AV,SITE26-184-AV.net.com,power-on,0xF,Managed Chassis,C3560CX-UNIVERSALK9-M,192.168.12.15,IOS,15.2(7)E7,WS-C3560CX-12PC-S,16,2,1,3,0
SITE26-1E-SW03,SITE26-1E-SW03,SITE26-1E-SW03.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.113,IOS-XE,17.9.5,C9410R,26,2,2,5,1
SITE26-1W-SW01,SITE26-1W-SW01,SITE26-1W-SW01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.111,IOS-XE,17.9.5,C9410R,25,2,2,5,1
SITE26-1W-SW02,SITE26-1W-SW02,SITE26-1W-SW02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.112,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE26-2E-SW03,SITE26-2E-SW03,SITE26-2E-SW03.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.123,IOS-XE,17.9.5,C9410R,25,2,2,5,1
SITE26-2W-SW01,SITE26-2W-SW01,SITE26-2W-SW01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.121,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE26-2W-SW02,SITE26-2W-SW02,SITE26-2W-SW02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.122,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE26-3E-SW03,SITE26-3E-SW03,SITE26-3E-SW03.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.133,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE26-3W-SW01,SITE26-3W-SW01,SITE26-3W-SW01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.131,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE26-3W-SW02,SITE26-3W-SW02,SITE26-3W-SW02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.132,IOS-XE,17.9.5,C9410R,0,2,0,12,1
SITE26-4E-SW03,SITE26-4E-SW03,SITE26-4E-SW03.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.143,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE26-4W-SW01,SITE26-4W-SW01,SITE26-4W-SW01.net.com,Force Failover,null,Managed Chassis,CAT9K_IOSXE,192.168.12.141,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE26-4W-SW02,SITE26-4W-SW02,SITE26-4W-SW02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.142,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE26-5E-SW03,SITE26-5E-SW03,SITE26-5E-SW03.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.12.153,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE26-5W-SW01,SITE26-5W-SW01,SITE26-5W-SW01.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.12.151,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE26-5W-SW02,SITE26-5W-SW02,SITE26-5W-SW02.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.12.152,IOS-XE,17.9.5,C9410R,25,2,2,5,1
SITE26-6E-SW03,SITE26-6E-SW03,SITE26-6E-SW03.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.12.163,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE26-6W-SW01,SITE26-6W-SW01,SITE26-6W-SW01.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.12.161,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE26-6W-SW02,SITE26-6W-SW02,SITE26-6W-SW02.net.com,Reload Command,null,Managed Chassis,CAT9K_IOSXE,192.168.12.162,IOS-XE,17.9.5,C9410R,25,2,2,5,1
SITE26-AV-SW01,SITE26-AV-SW01,SITE26-AV-SW01.net.com,power-on,0xF,Managed Chassis,C3560CX-UNIVERSALK9-M,192.168.12.99,IOS,15.2(7)E7,WS-C3560CX-12PD-S,19,2,1,3,0
SITE26-B1E-SW02,SITE26-B1E-SW02,SITE26-B1E-SW02.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.12.173,IOS-XE,17.9.5,C9300-48UXM,18,3,1,6,1
SITE26-B1W-SW01,SITE26-B1W-SW01,SITE26-B1W-SW01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.12.171,IOS-XE,17.9.5,C9300-48UXM,18,3,1,6,1
SITE26-BLDG-AGG,SITE26-BLDG-AGG,SITE26-BLDG-AGG.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.12.250,IOS-XE,17.9.5,C9500-24Q,22,3,3,5,1
SITE26-CORE-01,SITE26-CORE-01,SITE26-CORE-01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.251,NX-OS,9.3(9),N9K-C9504,18,2,0,8,1
SITE26-CORE-02,SITE26-CORE-02,SITE26-CORE-02.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.252,NX-OS,9.3(9),N9K-C9504,21,2,0,7,1
SITE26-DC-AGG-01,SITE26-DC-AGG-01,SITE26-DC-AGG-01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.248,NX-OS,9.3(9),N9K-C93180LC-EX,16,2,1,8,1
SITE26-DC-AGG-02,SITE26-DC-AGG-02,SITE26-DC-AGG-02.net.com,Unknown,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.249,NX-OS,9.3(9),N9K-C93180LC-EX,16,2,1,7,1
SITE26-DC-D3-SW01,SITE26-DC-D3-SW01,SITE26-DC-D3-SW01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.240,NX-OS,9.3(9),N9K-C93180YC-FX,18,0,1,8,1
SITE26-DC-D3-SW02,SITE26-DC-D3-SW02,SITE26-DC-D3-SW02.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.241,NX-OS,9.3(9),N9K-C93180YC-FX,18,0,1,7,1
SITE26-DC-D4-SW01,SITE26-DC-D4-SW01,SITE26-DC-D4-SW01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.246,NX-OS,9.3(9),N9K-C93108TC-EX,17,0,1,8,1
SITE26-DC-D4-SW02,SITE26-DC-D4-SW02,SITE26-DC-D4-SW02.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.247,NX-OS,9.3(9),N9K-C93108TC-EX,17,0,1,8,1
SITE26-DC-E4-SW01,SITE26-DC-E4-SW01,SITE26-DC-E4-SW01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.244,NX-OS,9.3(9),N9K-C93108TC-EX,17,2,1,7,1
SITE26-DC-E4-SW02,SITE26-DC-E4-SW02,SITE26-DC-E4-SW02.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.245,NX-OS,9.3(9),N9K-C93108TC-EX,16,2,1,6,1
SITE26-DC-F4-SW01,SITE26-DC-F4-SW01,SITE26-DC-F4-SW01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.242,NX-OS,9.3(9),N9K-C93108TC-EX,16,2,1,8,1
SITE26-DC-F4-SW02,SITE26-DC-F4-SW02,SITE26-DC-F4-SW02.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.243,NX-OS,9.3(9),N9K-C93108TC-EX,16,0,1,8,1
SITE26-DC-MGMT-SW01,SITE26-DC-MGMT-SW01,SITE26-DC-MGMT-SW01.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.210,NX-OS,9.3(9),N9K-C9348GC-FXP,12,0,0,7,1
SITE26-DC-MGMT-SW02,SITE26-DC-MGMT-SW02,SITE26-DC-MGMT-SW02.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.211,NX-OS,9.3(9),N9K-C9348GC-FXP,13,0,0,7,1
SITE26-DC-MGMT-SW03,SITE26-DC-MGMT-SW03,SITE26-DC-MGMT-SW03.net.com,Reset due to upgrade,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.212,NX-OS,9.3(9),N9K-C9348GC-FXP,13,0,0,8,1
SITE26-DC-MGMT-SW04,SITE26-DC-MGMT-SW04,SITE26-DC-MGMT-SW04.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.213,NX-OS,9.3(9),N9K-C9348GC-FXP,12,0,0,7,1
SITE26-DC-MGMT-SW05,SITE26-DC-MGMT-SW05,SITE26-DC-MGMT-SW05.net.com,Module PowerCycled,null,Managed Chassis,nxos.CSCwb70210-n9k_ALL-1.0.0-9.3.9.lib32_n9000,192.168.12.214,NX-OS,9.3(9),N9K-C9348GC-FXP,14,0,0,7,1
SITE26-INET-SW-A,SITE26-INET-SW-A,SITE26-INET-SW-A.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.10,IOS-XE,17.9.5,C9300X-24Y,17,3,2,5,1
SITE26-INET-SW-B,SITE26-INET-SW-B,SITE26-INET-SW-B.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.11,IOS-XE,17.9.5,C9300X-24Y,18,3,2,5,1
SITE26-IPTV-SW01,SITE26-IPTV-SW01,SITE26-IPTV-SW01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.12.100,IOS-XE,17.9.5,C9300-24UX,19,3,1,6,1
SITE26-P1W-SW01,SITE26-P1W-SW01,SITE26-P1W-SW01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.12.175,IOS-XE,17.9.5,C9300-48UXM,17,3,1,6,1
SITE26-P4E-SW02,SITE26-P4E-SW02,SITE26-P4E-SW02.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.12.179,IOS-XE,17.9.5,C9300-48UXM,18,3,1,6,1
SITE26-P4W-SW01,SITE26-P4W-SW01,SITE26-P4W-SW01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.12.177,IOS-XE,17.9.5,C9300-48UXM,19,3,1,6,1
SITE27-2S-94SW-01,SITE27-2S-94SW-01,SITE27-2S-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.24,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE27-2W-94SW-01,SITE27-2W-94SW-01,SITE27-2W-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.23,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE27-3RD-94SW-01,SITE27-3RD-94SW-01,SITE27-3RD-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.216,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE27-3RD-94SW-02,SITE27-3RD-94SW-02,SITE27-3RD-94SW-02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.217,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE28-1ST-93SW-01-LAB,SITE28-1ST-93SW-01-LAB,SITE28-1ST-93SW-01-LAB.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.11,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
SITE28-1ST-93SW-01-MDF,SITE28-1ST-93SW-01-MDF,SITE28-1ST-93SW-01-MDF.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.12,IOS-XE,17.9.5,C9300-48UXM,22,3,0,6,1
SITE28-2S-94SW-01,SITE28-2S-94SW-01,SITE28-2S-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.25,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE28-2W-94SW-01,SITE28-2W-94SW-01,SITE28-2W-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.22,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE28-3RD-94SW-01,SITE28-3RD-94SW-01,SITE28-3RD-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.31,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE28-3RD-94SW-02,SITE28-3RD-94SW-02,SITE28-3RD-94SW-02.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.32,IOS-XE,17.9.5,C9410R,20,2,2,5,1
SITE28-4TH-94SW-01,SITE28-4TH-94SW-01,SITE28-4TH-94SW-01.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.41,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE28-4TH-94SW-02,SITE28-4TH-94SW-02,SITE28-4TH-94SW-02.net.com,LocalSoft,null,Managed Chassis,CAT9K_IOSXE,192.168.230.42,IOS-XE,17.9.5,C9410R,20,2,2,5,1
SITE28-AGG,SITE28-AGG,SITE28-AGG.net.com,ISSU,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.123,IOS-XE,17.9.5,C9500-40X,19,3,5,5,1
SITE29-1ST-93SW-01,SITE29-1ST-93SW-01,SITE29-1ST-93SW-01.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.46,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
SITE29-1ST-94SW-01,SITE29-1ST-94SW-01,SITE29-1ST-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.45,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE29-2ND-94SW-01,SITE29-2ND-94SW-01,SITE29-2ND-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.28,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE29-2ND-94SW-02,SITE29-2ND-94SW-02,SITE29-2ND-94SW-02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.29,IOS-XE,17.9.5,C9410R,22,2,2,5,1
SITE29-3RD-94SW-01,SITE29-3RD-94SW-01,SITE29-3RD-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.218,IOS-XE,17.9.5,C9410R,26,2,2,5,1
SITE29-4TH-94SW-01,SITE29-4TH-94SW-01,SITE29-4TH-94SW-01.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.43,IOS-XE,17.9.5,C9410R,23,2,2,5,1
SITE29-4TH-94SW-02,SITE29-4TH-94SW-02,SITE29-4TH-94SW-02.net.com,PowerOn,null,Managed Chassis,CAT9K_IOSXE,192.168.230.44,IOS-XE,17.9.5,C9410R,24,2,2,5,1
SITE29-AGG,SITE29-AGG,SITE29-AGG.net.com,PowerOn,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.122,IOS-XE,17.9.5,C9500-40X,19,3,4,5,1
SITE30-1ST-93SESW-01,SITE30-1ST-93SESW-01,SITE30-1ST-93SESW-01.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.119,IOS-XE,17.9.5,C9300-48UXM,21,3,0,6,1
SITE30-1W-SW-02,SITE30-1W-SW-02,SITE30-1W-SW-02.net.com,Install,null,Managed Multi-Chassis,CAT9K_IOSXE,192.168.230.128,IOS-XE,17.9.5,C9300-48P,21,3,0,6,1
